id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,iata_code,score
28732,EDPS,small_airport,Sonnen Airport,48.6827774,13.69472218,2674,EU,DE,DE-BY,Waldkirchen,0,,50
2290,EDWI,small_airport,Wilhelmshaven-Mariensiel Airport,53.50222015,8.052222252,16,EU,DE,DE-NI,Wilhelmshaven,0,WVN,50
28765,EDXY,small_airport,Wyk auf Föhr Airport,54.68444443,8.52833271,26,EU,DE,DE-SH,Wyk auf Föhr,0,OHR,50
309630,EDST,small_airport,Flugplatz Hahnweide,48.631944,9.430556,1146,EU,DE,DE-BW,Kirchheim unter Teck,0,,0
2288,EDWE,small_airport,Emden Airport,53.391109,7.2275,3,EU,DE,DE-NI,Emden,1,EME,450
2258,EDOP,medium_airport,Schwerin Parchim Airport,53.426998,11.7834,166,EU,DE,DE-MV,,0,SZW,400
2727,ETHN,medium_airport,Niederstetten Army Air Base,49.391945,9.958889,1339,EU,DE,DE-BW,Niederstetten,0,,400
2735,ETND,medium_airport,Diepholz Air Base,52.585556,8.342222,128,EU,DE,DE-NI,Diepholz,0,,300
2725,ETHL,medium_airport,Laupheim Air Base,48.220299,9.91002,1766,EU,DE,DE-BW,,0,,250
2728,ETHR,medium_airport,Roth Airport,49.21749878,11.1001997,1268,EU,DE,DE-BY,,0,,250
2726,ETHM,medium_airport,Mendig Airport,50.36600113,7.315330029,597,EU,DE,DE-RP,,0,,250
2724,ETHF,medium_airport,Fritzlar Airport,51.1146,9.286,1345,EU,DE,DE-HE,Fritzlar,0,FRZ,250
2199,EDBM,medium_airport,"Magdeburg ""City"" Airport",52.073612,11.626389,259,EU,DE,DE-ST,Magdeburg,0,ZMG,250
2731,ETID,closed,Hanau Army Air Field,50.169201,8.96159,368,EU,DE,DE-HE,,0,,50
2196,EDBH,small_airport,Barth Airport,54.338253,12.710515,23,EU,DE,DE-MV,,0,BBH,50
29404,ETUR,closed,Brüggen Air Base,51.199699,6.13208,248,EU,DE,DE-NW,,0,,50
28499,EDQF,small_airport,Ansbach-Petersdorf Airport,49.361111,10.669444,1371,EU,DE,DE-BY,Ansbach,0,,50
28515,EDFD,small_airport,Bad Neustadt/Saale-Grasberg Airport,50.30611038,10.2266674,997,EU,DE,DE-BY,Bad Neustadt a.d.Saale,0,,50
28697,EDVY,small_airport,Porta Westfalica Airport,52.22083282,8.859167099,148,EU,DE,DE-NW,Bad Oeynhausen,0,,50
28517,EDQB,small_airport,Bad Windsheim Airport,49.50999832,10.36638927,1220,EU,DE,DE-BY,Bad Windsheim,0,,50
28538,EDGB,small_airport,Breitscheid Airport,50.67638779,8.169444084,1834,EU,DE,DE-HE,Breitscheid,0,,50
2275,EDTG,small_airport,Bremgarten Airport,47.90277863,7.617777824,696,EU,DE,DE-BW,Bremgarten,0,,50
28544,EDQC,small_airport,Coburg-Brandensteinsebene Airport,50.262501,10.995556,1490,EU,DE,DE-BY,Coburg,0,,50
28659,EDAP,small_airport,Neuhausen Airport,51.6847229,14.42305565,279,EU,DE,DE-BR,Cottbus,0,,50
28550,EDMW,small_airport,Deggendorf Airport,48.83027649,12.87972164,1030,EU,DE,DE-BY,Deggendorf,0,,50
28554,EDMQ,small_airport,Donauwörth-Genderkingen Airport,48.70277786,10.85111141,1312,EU,DE,DE-BY,Donauwörth,0,,50
2192,EDAV,small_airport,Eberswalde-Finow Airport,52.82722092,13.69361115,121,EU,DE,DE-BR,Eberswalde,0,,50
28557,EDCE,small_airport,Eggersdorf Airport,52.481667,14.0875,223,EU,DE,DE-BR,Eggersdorf,0,,50
28565,EDGF,small_airport,Fulda-Jossa Airport,50.47555542,9.442500114,1558,EU,DE,DE-HE,Fulda,0,,50
28569,EDAJ,small_airport,Gera-Leumnitz Airport,50.88166809,12.13583279,1014,EU,DE,DE-TH,Gera,0,,50
43125,EDQG,small_airport,Giebelstadt Airport,49.64805603,9.966388702,981,EU,DE,DE-BY,Giebelstadt,0,GHF,50
28571,EDNG,small_airport,Giengen/Brenz Airport,48.63416672,10.2163887,1696,EU,DE,DE-BW,Giengen an der Brenz,0,,50
28572,EDFL,small_airport,Gießen-Lützellinden Airport,50.54388809,8.590277672,755,EU,DE,DE-HE,Gießen,0,,50
29076,EDMU,small_airport,Gundelfingen Airport,48.56944275,10.35888863,1447,EU,DE,DE-BY,Gundelfingen a.d.Donau,0,,50
28588,EDXP,small_airport,Harle Airport,53.70666885,7.820278168,7,EU,DE,DE-NI,Harlesiel,0,,50
28594,EDQH,small_airport,Herzogenaurach Airport,49.58250046,10.87805557,1070,EU,DE,DE-BY,Herzogenaurach,0,,50
28602,EDVI,small_airport,Höxter-Holzminden Airport,51.80666733,9.378333092,1263,EU,DE,DE-NW,Höxter,0,,50
28617,EDTK,closed,Karlsruhe-Forchheim Airport,48.9843,8.3355,381,EU,DE,DE-BW,Karlsruhe,0,,50
2733,ETIN,small_airport,Flugplatz Kitzingen,49.743099,10.2006,689,EU,DE,DE-BY,Kitzingen,0,KZG,50
28731,EDBS,small_airport,Sömmerda-Dermsdorf Airport,51.19916534,11.19250011,453,EU,DE,DE-TH,Kölleda,0,,50
28625,EDLK,small_airport,Krefeld-Egelsberg Airport,51.38499832,6.587778091,141,EU,DE,DE-NW,Krefeld,0,,50
28637,EDKL,small_airport,Leverkusen Airport,51.01527786,7.005556107,157,EU,DE,DE-NW,Leverkusen,0,,50
29074,EDHG,small_airport,Lüneburg Airport,53.24888992,10.46166706,161,EU,DE,DE-NI,Lüneburg,0,,50
28641,EDOJ,small_airport,Lüsse Airport,52.14110947,12.66472244,217,EU,DE,DE-BR,Lüsse,0,,50
28647,EDKM,small_airport,Meschede-Schüren Airport,51.30277634,8.239167213,1434,EU,DE,DE-NW,Meschede,0,,50
28648,EDFO,small_airport,Michelstadt/Odenwald Airport,49.67861176,8.971943855,1142,EU,DE,DE-HE,Michelstadt,0,,50
2251,EDMN,small_airport,Mindelheim-Mattsies Airport,48.10694504,10.52499962,1857,EU,DE,DE-BY,Mindelheim,0,,50
28628,EDRL,small_airport,Lachen-Speyerdorf Airport,49.33083344,8.209721565,394,EU,DE,DE-RP,Neustadt an der Weinstraße,0,,50
28678,EDLO,small_airport,Oerlinghausen Airport,51.93222046,8.66166687,558,EU,DE,DE-NW,Oerlinghausen,0,,50
28679,EDTO,small_airport,Offenburg Airport,48.45000076,7.924722195,509,EU,DE,DE-BW,Offenburg,0,,50
28681,EDGP,small_airport,Oppenheim Airport,49.84166718,8.376667023,279,EU,DE,DE-RP,Oppenheim,0,,50
2190,EDAQ,small_airport,Halle-Oppin Airport,51.552223,12.053889,348,EU,DE,DE-ST,Oppin,0,,50
28684,EDWO,small_airport,Osnabrück-Atterheide Airport,52.286388,7.969722,287,EU,DE,DE-NI,Osnabrück,0,,50
2207,EDCP,small_airport,Peenemünde Airport,54.15777969,13.77444363,7,EU,DE,DE-MV,Peenemünde,0,PEF,50
28688,EDQZ,small_airport,Pegnitz-Zipser Berg Airport,49.76222229,11.57472229,1791,EU,DE,DE-BY,Pegnitz,0,,50
28694,EDRP,small_airport,Pirmasens Airport,49.26444244,7.488333225,1247,EU,DE,DE-RP,Pirmasens,0,,50
28695,EDAR,small_airport,Pirna-Pratzschwitz Airport,50.97916794,13.90972233,400,EU,DE,DE-SN,Pirna,0,,50
28701,EDOD,small_airport,Reinsdorf Airport,51.90083313,13.1944437,335,EU,DE,DE-BR,Reinsdorf,0,,50
2295,EDXR,small_airport,Rendsburg-Schachtholm Airport,54.22000122,9.599444389,23,EU,DE,DE-SH,Rendsburg,0,,50
29097,EDXQ,small_airport,Rotenburg (Wümme) Airport,53.12833405,9.348610878,98,EU,DE,DE-NI,Rotenburg (Wümme),0,,50
28709,EDSZ,small_airport,Rottweil-Zepfenhahn Airport,48.18638992,8.721111298,2444,EU,DE,DE-BW,Rottweil,0,,50
28733,EDXM,small_airport,St. Michaelisdonn Airport,53.97805786,9.144721985,125,EU,DE,DE-SH,Sankt Michaelisdonn,0,,50
28717,EDKR,small_airport,Schmallenberg-Rennefeld Airport,51.16166687,8.26222229,1529,EU,DE,DE-NW,Schmallenberg,0,,50
29972,ETIK,heliport,Illesheim Air Base,49.47389984,10.38809967,1079,EU,DE,DE-BY,Storck Barracks,0,ILH,50
28750,EDEW,small_airport,Walldürn Airport,49.58166885,9.40222168,1312,EU,DE,DE-BW,Walldürn,0,,50
29083,EDOU,small_airport,Weimar-Umpferstedt Airport,50.96472168,11.40027809,984,EU,DE,DE-TH,Weimar ,0,,50
28761,EDKN,small_airport,Wipperfürth-Neye Airport,51.1241684,7.373610973,863,EU,DE,DE-NW,Wipperfürth,0,,50
28766,EDBI,small_airport,Zwickau Airport,50.70166779,12.45388889,1050,EU,DE,DE-SN,Zwickau,0,,50
28591,EDXH,small_airport,Helgoland-Düne Airport,54.18527985,7.915832996,8,EU,DE,DE-SH,Helgoland,1,HGL,450
2744,ETNW,medium_airport,Wunstorf Air Base,52.457298,9.42717,187,EU,DE,DE-NI,,0,,400
2752,ETSH,medium_airport,Holzdorf Air Base,51.767799,13.1677,265,EU,DE,DE-BR,,0,,300
2746,ETOR,medium_airport,Coleman Army Air Field,49.56359863,8.46339035,309,EU,DE,DE-BW,,0,,250
2721,ETHB,medium_airport,Bückeburg Air Base,52.2785,9.08217,230,EU,DE,DE-NI,,0,,250
2740,ETNN,medium_airport,Nörvenich Air Base,50.8312,6.65817,386,EU,DE,DE-NW,,0,,250
2749,ETSB,medium_airport,Büchel Air Base,50.17380142,7.063330173,1568,EU,DE,DE-RP,,0,,250
2279,EDUB,closed,Brandenburg-Briest Airport,52.43861,12.458333,102,EU,DE,DE-BR,Brandenburg an der Havel,0,,250
2204,EDCD,medium_airport,Cottbus-Drewitz Airport,51.889442,14.531944,272,EU,DE,DE-BR,Cottbus,0,CBU,250
2750,ETSE,closed,Erding Air Base,48.3223,11.9487,1515,EU,DE,DE-BY,Erding,0,,250
2751,ETSF,medium_airport,Fürstenfeldbruck Air Base,48.205555,11.266944,1703,EU,DE,DE-BY,Fürstenfeldbruck,0,FEL,250
2756,ETUO,closed,Gütersloh Air Base,51.922798,8.30633,236,EU,DE,DE-NW,Gütersloh,0,GUT,250
2754,ETSL,medium_airport,Lechfeld Air Base,48.185504,10.8612,1822,EU,DE,DE-BY,Lagerlechfeld,0,,250
2755,ETSN,medium_airport,Neuburg AFB,48.710999,11.2115,1249,EU,DE,DE-BY,Neuburg (Donau),0,,250
2200,EDBR,medium_airport,Rothenburg/Görlitz Airport,51.36333466,14.94999981,518,EU,DE,DE-SN,Rothenburg/Oberlausitz,0,,250
2720,ETEU,closed,[Duplicate] Giebelstadt Army Air Field,49.64810181,9.966489792,980,EU,DE,DE-BY,,0,,50
2745,ETOI,small_airport,Vilseck Army Air Field,49.63359833,11.76720047,1353,EU,DE,DE-BY,,0,,50
2229,EDFQ,small_airport,Allendorf/Eder Airport,51.03499985,8.680832863,1158,EU,DE,DE-HE,Allendorf,0,,50
2201,EDBT,small_airport,Allstedt Airport,51.3805542,11.44666672,932,EU,DE,DE-ST,Allstedt,0,,50
28497,EDKD,small_airport,Altena-Hegenscheid Airport,51.31305695,7.704166889,1552,EU,DE,DE-NW,Altena,0,,50
29395,ETHA,small_airport,Altenstadt Army Airfield,47.83549881,10.87119961,2425,EU,DE,DE-BY,Altenstadt,0,,50
28498,EDNA,small_airport,Ampfing-Waldkraiburg Airport,48.26361084,12.41166687,1362,EU,DE,DE-BY,Ampfing,0,,50
2203,EDCA,small_airport,Anklam Airport,53.83277893,13.66861057,16,EU,DE,DE-MV,Anklam,0,,50
28501,EDNB,small_airport,Arnbruck Airport,49.12472153,12.98555565,1716,EU,DE,DE-BY,Arnbruck,0,,50
28503,EDCQ,small_airport,Aschersleben Airport,51.76694489,11.49833298,525,EU,DE,DE-ST,Aschersleben,0,,50
28504,EDKU,small_airport,Attendorn-Finnentrop Airport,51.14583206,7.936666965,1040,EU,DE,DE-NW,Attendorn,0,,50
28507,EDOB,small_airport,Bad Berka Airport,50.90444565,11.26027775,1001,EU,DE,DE-TH,Bad Berka,0,,50
29678,EDPC,small_airport,Bad Endorf/Jolling Airport,47.92689896,12.28719997,1690,EU,DE,DE-BY,Bad Endorf,0,,50
28512,EDFK,small_airport,Bad Kissingen Airport,50.21055603,10.06888866,653,EU,DE,DE-BY,Bad Kissingen,0,,50
28516,EDVW,small_airport,Hameln-Pyrmont Airport,51.96666718,9.291666985,1178,EU,DE,DE-NI,Bad Pyrmont,0,,50
28729,EDRS,small_airport,Bad Sobernheim-Domberg Airport,49.79083252,7.666110992,810,EU,DE,DE-RP,Bad Sobernheim,0,,50
28518,EDNH,small_airport,Bad Wörishofen-Nord Airport,48.016388,10.616111,2034,EU,DE,DE-BY,Bad Wörishofen,0,,50
28519,EDCB,small_airport,Flugplatz Ballenstedt,51.745834,11.229722,535,EU,DE,DE-ST,Ballenstedt,0,,50
28520,EDWZ,small_airport,Baltrum Airport,53.72472382,7.373332977,7,EU,DE,DE-NI,Baltrum,0,BMR,50
28522,EDNC,small_airport,Beilngries Airport,49.02138901,11.48472214,1211,EU,DE,DE-BY,Beilngries,0,,50
28527,EDMC,small_airport,Blaubeuren Airport,48.41972351,9.798333168,2218,EU,DE,DE-BW,Blaubeuren,0,,50
28533,EDNQ,small_airport,Bopfingen Airport,48.84805679,10.33388901,2028,EU,DE,DE-BW,Bopfingen,0,,50
28535,EDLY,small_airport,Borken-Hoxfeld Airport,51.85333252,6.814722061,157,EU,DE,DE-NW,Borken,0,,50
28540,EDKO,small_airport,Brilon/Hochsauerlandkreis Airport,51.40250015,8.641667366,1509,EU,DE,DE-NW,Brilon,0,,50
28671,EDXN,small_airport,Nordholz-Spieka Airfield,53.767223,8.643611,72,EU,DE,DE-NI,Cuxhaven,0,,50
29089,EDRW,small_airport,Dierdorf-Wienau Airport,50.56611252,7.653333187,951,EU,DE,DE-RP,Dierdorf,0,,50
28552,EDND,small_airport,Dinkelsbühl-Sinbronn Airport,49.06499863,10.40111065,1598,EU,DE,DE-BY,Dinkelsbühl,0,,50
28555,EDPM,small_airport,Donzdorf Airport,48.67805481,9.843610764,2274,EU,DE,DE-BW,Donzdorf,0,,50
28558,EDPE,small_airport,Eichstätt Airport,48.8769455,11.18222237,1713,EU,DE,DE-BY,Eichstätt,0,,50
29087,EDPY,small_airport,Ellwangen Airport,48.96110916,10.23638916,1650,EU,DE,DE-BW,Ellwangen,0,,50
28561,EDBF,small_airport,Ruppiner Land Airport,52.79333115,12.76027775,138,EU,DE,DE-BR,Fehrbellin,0,,50
28568,EDFG,small_airport,Gelnhausen Airport,50.19722366,9.170000076,446,EU,DE,DE-HE,Gelnhausen,0,,50
29072,EDER,small_airport,Wasserkuppe Airport,50.49888992,9.953888893,2956,EU,DE,DE-HE,Gersfeld,0,,50
29075,EDLG,small_airport,Goch-Asperden Airport,51.69083405,6.104166985,52,EU,DE,DE-NW,Goch,0,,50
43126,EDSG,small_airport,Grabenstetten Airport,48.53610992,9.436944008,2329,EU,DE,DE-BW,Grabenstetten,0,,50
28576,DE-0004,small_airport,Gransee Airport,53.00669861,13.20499992,164,EU,DE,DE-BR,Gransee,0,,50
2188,EDAK,small_airport,Großenhain Airport,51.30805588,13.5555563,417,EU,DE,DE-SN,Großenhain,0,,50
28582,EDMG,small_airport,Günzburg-Donauried Airport,48.48666763,10.28333282,1457,EU,DE,DE-BY,Günzburg,0,,50
28585,EDMH,small_airport,Gunzenhausen-Reutberg Airfield,49.111942,10.780833,1591,EU,DE,DE-BY,Gunzenhausen,0,,50
29399,ETIE,heliport,[Duplicate] Heidelberg Army Heliport,49.393501,8.65208,358,EU,DE,DE-BW,Heidelberg,0,HDB,50
28595,EDGH,small_airport,Hettstadt Airport,49.79861069,9.836667061,1050,EU,DE,DE-BY,Hettstadt,0,,50
28599,EDFX,small_airport,Hockenheim Airport,49.32527924,8.528611183,315,EU,DE,DE-BW,Hockenheim,0,,50
28600,EDVH,small_airport,Hodenhagen Airport,52.761865,9.61056,79,EU,DE,DE-NI,Hodenhagen,0,,50
29073,EDHF,small_airport,Itzehoe/Hungriger Wolf Airport,53.9944458,9.578611374,89,EU,DE,DE-SH,Itzehoe,0,,50
28624,EDGK,small_airport,Korbach Airport,51.25222015,8.87361145,1280,EU,DE,DE-HE,Korbach,0,,50
2198,EDBK,small_airport,Kyritz Airport,52.91888809,12.42527771,131,EU,DE,DE-BR,Kyritz,0,,50
28629,EDPJ,small_airport,Laichingen Airport,48.49694443,9.640277863,2434,EU,DE,DE-BW,Laichingen,0,,50
28630,EDML,small_airport,Landshut Airport,48.51166534,12.03333282,1312,EU,DE,DE-BY,Landshut,0,,50
2193,EDAX,small_airport,Rechlin-Lärz Airport,53.30638886,12.75222206,220,EU,DE,DE-MV,Lärz,0,REB,50
43122,EDBL,small_airport,Laucha Airport,51.24583435,11.69333267,738,EU,DE,DE-ST,Laucha an der Unstrut,0,,50
28634,EDQI,small_airport,Lauf-Lillinghof Airport,49.60527802,11.28388882,1788,EU,DE,DE-BY,Lauf an der Pegnitz,0,,50
28635,EDFT,small_airport,Lauterbach Airport,50.683334,9.410833,1211,EU,DE,DE-HE,Lauterbach,0,,50
28638,EDQL,small_airport,Lichtenfels Airport,50.14860916,11.04805565,853,EU,DE,DE-BY,Lichtenfels,0,,50
28559,EDFY,small_airport,Elz Airport,50.42694473,8.011111259,699,EU,DE,DE-HE,Limburg an der Lahn,0,,50
28643,EDFN,small_airport,Marburg-Schönstadt Airport,50.87444305,8.81499958,833,EU,DE,DE-HE,Marburg,0,,50
28653,EDTN,small_airport,Nabern/Teck Airport,48.61277771,9.477222443,1214,EU,DE,DE-BW,Nabern,0,,50
28661,EDPO,small_airport,Neumarkt/Obf. Airport,49.28555679,11.44305611,1394,EU,DE,DE-BY,Neumarkt in der Oberpfalz,0,,50
28662,EDHN,small_airport,Neumünster Airport,54.07944489,9.941389084,72,EU,DE,DE-SH,Neumünster,0,EUM,50
28596,EDQX,small_airport,Hetzleser Berg Airport,49.64222336,11.16222191,1765,EU,DE,DE-BY,Neunkirchen am Brand,0,,50
28667,EDNM,small_airport,Nittenau-Bruck Airport,49.22249985,12.2966671,1161,EU,DE,DE-BY,Nittenau,0,,50
28668,EDWS,small_airport,Norden-Norddeich Airport,53.63305664,7.190278053,3,EU,DE,DE-NI,Norddeich,0,NOD,50
28673,EDNO,small_airport,Nördlingen Airport,48.87055588,10.50500011,1385,EU,DE,DE-BY,Nördlingen,0,,50
2206,EDCO,small_airport,Obermehler-Schlotheim Airport,51.26777649,10.63472176,909,EU,DE,DE-TH,Obermehler,0,,50
28689,EDVP,closed,Peine-Eddesse Airport,52.40250015,10.22888947,249,EU,DE,DE-NI,Peine,0,,50
28692,EDNP,small_airport,Pfarrkirchen Airport,48.42027664,12.86472225,1266,EU,DE,DE-BY,Pfarrkirchen,0,,50
28703,EDCR,small_airport,Rerik-Zweedorf Airport,54.08194351,11.64916706,30,EU,DE,DE-MV,Rerik,0,,50
29082,EDOR,small_airport,Stölln-Rhinow Airport,52.74083328,12.39000034,138,EU,DE,DE-BR,Rhinow,0,,50
28705,EDVR,small_airport,Rinteln Airport,52.17527771,9.053333282,180,EU,DE,DE-NI,Rinteln,0,,50
28711,EDRJ,small_airport,Saarlouis-Düren Airport,49.3125,6.674444199,1119,EU,DE,DE-SL,Saarlouis,0,,50
29095,EDVJ,small_airport,Salzgitter-Schäferstuhl Airport,52.03027725,10.36444378,741,EU,DE,DE-NI,Salzgitter,0,,50
28734,EDXO,small_airport,St. Peter-Ording Airport,54.30888748,8.686944008,7,EU,DE,DE-SH,Sankt Peter-Ording,0,PSH,50
28718,EDPQ,small_airport,Schmidgaden Airport,49.42944336,12.09805584,1247,EU,DE,DE-BY,Schmidgaden,0,,50
28760,EDTW,small_airport,Winzeln-Schramberg Airport,48.27916718,8.428333282,2310,EU,DE,DE-BW,Schramberg,0,,50
28720,EDPH,small_airport,Schwabach-Heidenberg Airport,49.26861191,11.00972176,1181,EU,DE,DE-BY,Schwabach,0,,50
28722,EDTX,small_airport,Schwäbisch Hall-Weckrieden Airport,49.12444305,9.781110764,1299,EU,DE,DE-BW,Schwäbisch Hall,0,,50
28543,EDPF,small_airport,Schwandorf Airport,49.33972168,12.18805599,1270,EU,DE,DE-BY,Schwandorf,0,,50
29065,EDBZ,small_airport,Schwarzheide/Schipkau Airport,51.48972321,13.87944412,331,EU,DE,DE-BR,Schwarzheide,0,,50
28723,EDRO,small_airport,Schweighofen Airport,49.0316658,7.989999771,492,EU,DE,DE-RP,Schweighofen,0,,50
28724,EDFS,small_airport,Schweinfurt-Süd Airport,50.01083374,10.25111103,686,EU,DE,DE-BY,Schweinfurt,0,,50
28603,EDXT,small_airport,Sierksdorf/Hof Altona Airport,54.06777954,10.7430563,79,EU,DE,DE-SH,Sierksdorf,0,,50
29063,EDBV,small_airport,Stralsund Airport,54.3358345,13.04333305,49,EU,DE,DE-MV,Stralsund,0,,50
29086,EDPW,small_airport,Thalmässing-Waizenhofen Airport,49.06416702,11.20916653,1893,EU,DE,DE-BY,Thalmässing,0,,50
28741,EDVU,small_airport,Uelzen Airport,52.98389053,10.46500015,246,EU,DE,DE-NI,Uelzen,0,,50
28725,EDTS,small_airport,Schwenningen am Neckar Airport,48.06583405,8.571389198,2169,EU,DE,DE-BW,Villingen-Schwenningen,0,,50
28747,EDNV,small_airport,Vogtareuth Airport,47.94610977,12.2047224,1535,EU,DE,DE-BY,Vogtareuth,0,,50
28749,EDGX,small_airport,Walldorf Airport,49.30305481,8.658888817,344,EU,DE,DE-BW,Walldorf,0,,50
28753,EDQW,small_airport,Weiden in der Oberpfalz Airport,49.67890167,12.11639977,1329,EU,DE,DE-BY,Weiden in der Oberpfalz,0,,50
28754,EDGZ,small_airport,Weinheim/Bergstraße Airport,49.56750107,8.610555649,318,EU,DE,DE-BW,Weinheim,0,,50
2208,EDCY,small_airport,Spremberg-Welzow Airport,51.57555771,14.13694382,374,EU,DE,DE-BR,Welzow,0,,50
29093,EDUY,seaplane_base,Welzow-Sedlitzer See Airport,51.557777,14.105,361,EU,DE,DE-BR,Welzow,0,,50
28756,EDKW,small_airport,Werdohl-Küntrop Airport,51.29722214,7.818333149,1037,EU,DE,DE-NW,Werdohl,0,,50
28762,EDCW,small_airport,Wismar Airport,53.914444,11.499444,43,EU,DE,DE-MV,Wismar,0,,50
28495,EDBA,small_airport,Arnstadt-Alkersleben Airport,50.84166718,11.0694437,1145,EU,DE,DE-TH,Wülfershausen,0,,50
29079,EDNZ,small_airport,Zell-Haidberg Airport,50.13694382,11.79444408,2083,EU,DE,DE-BY,Zell im Fichtelgebirge,0,,50
29393,ETEB,heliport,Ansbach Army Heliport,49.30820084,10.63869953,,EU,DE,DE-BY,,0,,25
311045,DE-0114,small_airport,Segelfluggelände Farrenberg,48.38570626,9.076333,2641,EU,DE,DE-BW,,0,,0
314004,EDSE,small_airport,Göppingen-Bezgenriet Airport,48.65861111,9.624166667,,EU,DE,DE-BW,,0,,0
314007,EDSR,small_airport,Radolfzell-Stahringen Airport,47.80444444,8.980555556,,EU,DE,DE-BW,,0,,0
315395,DE-0197,small_airport,Heinsberg,51.0505556,6.0541667,216,EU,DE,DE-NW,,0,,0
308982,DE-0072,small_airport,Bad Wörishofen Glider Airfield,48.02678,10.60135,2020,EU,DE,DE-BY,Bad Wörishofen,0,,0
308152,DE-0038,small_airport,Utscheid Segelflugplatz,49.99777778,6.342777778,1390,EU,DE,DE-RP,Bitburg,0,,0
308233,DE-0053,small_airport,Cham-Janahof Airfield,49.2120465,12.65410423,1200,EU,DE,DE-BY,Cham,0,,0
315480,DE-0215,small_airport,Ludwigshafen Airfield,49.4131,8.3518,318,EU,DE,DE-RP,Dannstadt,0,,0
328934,DE-0416,closed,Maurice Rose Army Air Field,50.177008,8.658793,,EU,DE,DE-HE,Frankfurt am Main,0,,0
328937,DE-0417,closed,Air field Rebstock,50.111029,8.613238,,EU,DE,DE-HE,Frankfurt am Main,0,,0
299694,DE-0003,closed,August-Euler Airport,49.853757,8.586243,,EU,DE,DE-HE,Griesheim,0,,0
46652,RHST,small_airport,Rheinstetten Glider Field,48.9777,8.3425,380,EU,DE,DE-BW,Karlsruhe,0,,0
300110,ETIP,heliport,Landstuhl Army Heliport,49.40305556,7.536111111,1176,EU,DE,DE-RP,Landstuhl,0,,0
308408,EDGL,heliport,Ludwigshafen Unfallklinik Heliport.,49.4865,8.3893,313,EU,DE,DE-RP,Ludwigshafen,0,,0
308252,DE-0056,small_airport,Paterzell Airfield,47.84692036,11.06108665,1955,EU,DE,DE-BY,Paterzell,0,,0
313877,DE-0151,small_airport,Huhnrain Airfield,50.4903,9.85,1405,EU,DE,DE-HE,Poppenhausen,0,,0
315134,DE-0183,small_airport,Welzheim Airfield,48.8763,9.6537,1700,EU,DE,DE-BW,Welzheim,0,,0
2737,ETNH,medium_airport,Hohn Air Base,54.312199,9.53817,39,EU,DE,DE-SH,,0,,400
2734,ETMN,medium_airport,Nordholz Naval Airbase,53.7677002,8.658499718,74,EU,DE,DE-NI,Cuxhaven,0,FCN,400
2743,EDBN,medium_airport,Neubrandenburg Airport,53.6022,13.306,228,EU,DE,DE-MV,Neubrandenburg,0,FNB,400
2722,ETHC,medium_airport,Celle Airport,52.59120178,10.02210045,129,EU,DE,DE-NI,,0,ZCN,250
2729,ETHS,medium_airport,Fassberg Air Base,52.919399,10.185827,245,EU,DE,DE-NI,,0,,250
2738,ETNJ,medium_airport,Jever Air Base,53.533501,7.88867,24,EU,DE,DE-NI,,0,,250
2742,ETNT,medium_airport,Wittmundhafen Airport,53.54779816,7.667329788,26,EU,DE,DE-NI,,0,,250
2723,ETHE,medium_airport,Rheine Bentlage Air Base,52.291199,7.387,129,EU,DE,DE-NW,,0,,250
2741,ETNS,medium_airport,Schleswig Air Base,54.459301,9.51633,70,EU,DE,DE-SH,Jagel,0,WBG,250
29094,EDUZ,medium_airport,Zerbst Airport,52.000832,12.148611,289,EU,DE,DE-ST,Zerbst/Anhalt,0,,250
28562,EDCF,small_airport,Friedersdorf Airport,52.28329849,13.80690002,115,EU,DE,DE-BR,,0,,50
28563,EDAL,closed,Fuerstenwalde Airport,52.3905983,14.09720039,184,EU,DE,DE-BR,,0,,50
28656,EDCN,closed,Nauen Airport,52.6278,12.9139,112,EU,DE,DE-BR,,0,,50
29398,ETHT,closed,Cottbus Army Airfield,51.767899,14.292,220,EU,DE,DE-BR,,0,,50
29724,EDUC,closed,Briesen Brand Airport,52.036381,13.733482,230,EU,DE,DE-BR,,0,,50
29848,EDNF,small_airport,Elsenthal Grafe Airport,48.82249832,13.36750031,1417,EU,DE,DE-BY,,0,,50
28669,EDGN,closed,Nordenbeck Airport,51.23507912,8.817526102,1453,EU,DE,DE-HE,,0,,50
29405,ETWM,small_airport,Meppen Air Base,52.723202,7.32633,,EU,DE,DE-NI,,0,,50
29396,ETHH,heliport,Bonn-Hardthoehe Air Base,50.69630051,7.04433012,522,EU,DE,DE-NW,,0,,50
30206,EDLU,small_airport,Oelde Bergeler Airport,51.83060074,8.17471981,269,EU,DE,DE-NW,,0,,50
29394,ETEK,small_airport,Baumholder Army Air Field,49.65029907,7.300069809,,EU,DE,DE-RP,,0,,50
29400,ETME,closed,Eggebeck Air Base,54.624802,9.346,65,EU,DE,DE-SH,,0,,50
31022,ETNA,closed,Ahlhorn Air Force Base,52.882999,8.233,162,EU,DE,DE-NI,Ahlhorn,0,,50
28493,EDGA,small_airport,Ailertchen Airport,50.59305573,7.945000172,1542,EU,DE,DE-RP,Ailertchen,0,,50
28494,EDSA,small_airport,Albstadt-Degerfeld Airport,48.24972153,9.0625,2881,EU,DE,DE-BW,Albstadt,0,,50
